CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Campaign_Duration,CPC,CPL,Conversion_Rate
CAMP02136,2025-10-31,2025-11-12,Social,140747,12629,1740,732,2241.31,4021.34,0.79,12,0.1774732757938079,1.2881091954022987,5.796183387441603
CAMP02137,2025-10-20,2025-11-02,Display,150130,11861,2910,677,1840.55,1872.18,0.02,13,0.15517662928926734,0.6324914089347079,5.7077818059185566
CAMP02138,2025-10-27,2025-11-06,Search,185073,15668,6453,3744,4935.74,13546.27,1.74,10,0.3150204237937197,0.7648752518208585,23.895838652029614
CAMP02139,2025-08-16,2025-08-31,Search,173591,2552,333,184,1794.81,3881.53,1.16,15,0.7032954545454545,5.389819819819819,7.210031347962382
CAMP02140,2025-09-28,2025-10-11,Email,207827,12904,4520,1543,3339.05,3959.23,0.19,13,0.2587608493490391,0.7387278761061947,11.957532548047118
CAMP02141,2025-02-12,2025-02-24,Influencer,151517,15140,4586,1368,3592.71,10102.95,1.81,12,0.2372992073976222,0.7834081988661142,9.035667107001322
CAMP02142,2025-12-09,2025-12-22,Search,231238,18653,4177,1885,3887.84,9900.11,1.55,13,0.20842974320484642,0.9307732822599952,10.105613038117193
CAMP02143,2025-11-22,2025-12-06,Search,111039,2316,931,202,4323.84,8929.98,1.07,14,1.8669430051813471,4.644296455424275,8.721934369602764
CAMP02144,2025-10-29,2025-11-06,Display,243159,17287,2091,833,2874.31,5442.61,0.89,8,0.16627002950193787,1.3746102343376374,4.818649852490311
CAMP02145,2025-12-30,2026-01-12,Search,295839,22803,6819,3198,3061.54,7383.83,1.41,13,0.13426040433276323,0.4489719900278633,14.024470464412579
CAMP02146,2025-01-21,2025-02-01,Display,187299,10541,3191,1157,3584.57,6180.92,0.72,11,0.34005976662555737,1.123337511751802,10.976188217436675
CAMP02147,2025-04-17,2025-04-26,Influencer,216064,3692,496,292,829.55,1916.01,1.31,9,0.22468851570964246,1.6724798387096773,7.90899241603467
CAMP02148,2025-12-02,2025-12-11,Email,297329,3901,602,293,1080.25,1406.28,0.3,9,0.2769161753396565,1.794435215946844,7.510894642399385
CAMP02149,2025-10-30,2025-11-04,Email,179703,16964,4476,2567,3845.12,4940.45,0.28,5,0.22666352275406743,0.8590527256478999,15.132044329167648
CAMP02150,2025-04-27,2025-05-03,Influencer,7078,234,73,41,761.33,1234.97,0.62,6,3.2535470085470086,10.42917808219178,17.52136752136752
CAMP02151,2025-05-04,2025-05-18,Influencer,246518,10873,1318,333,3473.49,9627.18,1.77,14,0.3194601305987308,2.6354248861911986,3.062632208222202
CAMP02152,2025-10-08,2025-10-15,Social,159850,13039,1365,638,258.83,699.01,1.7,7,0.019850448654037886,0.1896190476190476,4.893013267888642
CAMP02153,2025-10-19,2025-10-31,Search,159469,11487,2033,891,1753.98,3480.29,0.98,12,0.1526926090363019,0.8627545499262175,7.7565944110733875
CAMP02154,2025-07-22,2025-08-01,Search,148409,14421,4255,944,3345.0,7261.83,1.17,10,0.23195340128978573,0.7861339600470035,6.546009292004714
CAMP02155,2025-02-20,2025-03-06,Search,249437,4578,531,173,3562.9,8035.04,1.26,14,0.7782656181738751,6.709792843691149,3.7789427697684577
CAMP02156,2025-09-28,2025-10-13,Display,273155,20110,7909,3272,3187.57,5566.73,0.75,15,0.15850671307807063,0.4030307244910861,16.270512182993535
CAMP02157,2025-11-20,2025-11-29,Social,175927,3061,492,206,2263.54,5438.49,1.4,9,0.7394772950016334,4.600691056910569,6.729826853969291
CAMP02158,2025-10-04,2025-10-09,Search,236106,2364,966,507,1347.89,2987.32,1.22,5,0.570173434856176,1.3953312629399588,21.446700507614214
CAMP02159,2025-05-21,2025-06-05,Display,51845,1079,196,85,3105.16,5305.84,0.71,15,2.8778127896200183,15.842653061224489,7.877664504170529
CAMP02160,2025-10-02,2025-10-15,Display,156118,10226,2440,943,1006.37,1577.73,0.57,13,0.09841286915705065,0.4124467213114754,9.22159202034031
CAMP02161,2025-10-17,2025-10-24,Email,11618,823,240,120,395.3,1170.69,1.96,7,0.48031591737545565,1.6470833333333335,14.580801944106925
CAMP02162,2025-11-30,2025-12-07,Display,169251,8369,1999,856,196.05,307.52,0.57,7,0.023425737842036085,0.09807403701850927,10.228223204683953
CAMP02163,2025-02-21,2025-02-27,Influencer,203589,2880,315,174,1411.89,1903.38,0.35,6,0.4902395833333334,4.4821904761904765,6.041666666666667
CAMP02164,2025-01-27,2025-02-04,Display,259613,17411,8068,4535,246.83,658.84,1.67,8,0.014176669921314113,0.030593703520079327,26.046752053299638
CAMP02165,2025-06-06,2025-06-12,Influencer,243915,4323,927,409,1321.12,3463.54,1.62,6,0.30560259079343044,1.4251564185544767,9.461022438121674
CAMP02166,2025-08-27,2025-09-09,Influencer,123158,2802,432,183,1518.09,2243.0,0.48,13,0.5417880085653105,3.514097222222222,6.5310492505353315
CAMP02167,2025-06-05,2025-06-19,Email,83014,4659,712,342,1790.17,4828.78,1.7,14,0.3842391071045289,2.5142837078651685,7.340631036703154
CAMP02168,2025-10-18,2025-10-29,Email,116550,4735,2319,1136,3596.05,10152.81,1.82,11,0.7594614572333686,1.5506899525657611,23.99155227032735
CAMP02169,2025-05-16,2025-05-28,Display,173435,8988,1341,658,2262.43,3763.54,0.66,12,0.25171673342234085,1.6871215510812825,7.320872274143301
CAMP02170,2025-05-24,2025-05-31,Email,263627,17704,4224,1893,4927.97,8166.31,0.66,7,0.27835347943967464,1.1666595643939395,10.692498870311793
CAMP02171,2025-04-16,2025-04-26,Email,120503,2940,373,188,4742.05,5983.96,0.26,10,1.6129421768707484,12.713270777479893,6.394557823129252
CAMP02172,2025-06-07,2025-06-21,Search,147769,13355,5264,1356,4909.53,10907.25,1.22,14,0.36761737177087234,0.9326614741641337,10.153500561587421
CAMP02173,2025-05-26,2025-06-05,Display,151494,9143,3096,1636,2119.93,5062.33,1.39,10,0.23186372087936125,0.6847319121447027,17.893470414524774
CAMP02174,2025-01-02,2025-01-07,Display,65857,789,247,80,316.59,363.06,0.15,5,0.40125475285171097,1.281740890688259,10.139416983523446
CAMP02175,2025-03-18,2025-03-28,Display,203645,13554,5995,3322,4315.46,6118.5,0.42,10,0.31839014313117897,0.7198432026688908,24.50936992769662
CAMP02176,2025-05-12,2025-05-19,Email,211130,10912,3593,908,2230.94,3437.51,0.54,7,0.20444831378299122,0.620912886167548,8.321114369501466
CAMP02177,2025-03-31,2025-04-15,Email,288403,21095,10172,2049,3241.69,6133.68,0.89,15,0.15367101208817255,0.31868757373181283,9.71320218061152
CAMP02178,2025-12-11,2025-12-18,Influencer,77622,6253,2182,450,4232.79,11205.8,1.65,7,0.6769214776907084,1.9398670944087992,7.196545658084119
CAMP02179,2025-12-16,2025-12-23,Social,27792,2626,634,180,3075.8,4455.22,0.45,7,1.1712871287128714,4.851419558359622,6.854531607006854
CAMP02180,2025-09-20,2025-10-04,Social,152462,15223,1746,428,3710.82,9704.45,1.62,14,0.24376404125336662,2.1253264604810997,2.81153517703475
CAMP02181,2025-12-17,2026-01-01,Social,170276,10125,3949,1664,1318.87,3666.03,1.78,15,0.13025876543209874,0.3339756900481134,16.43456790123457
CAMP02182,2025-04-18,2025-05-03,Search,157543,9536,2378,902,1055.77,1479.21,0.4,15,0.11071413590604026,0.4439739276703112,9.458892617449663
CAMP02183,2025-03-15,2025-03-29,Email,264514,3179,1079,477,2820.82,8422.29,1.99,14,0.8873293488518402,2.614291010194625,15.004718464926079
CAMP02184,2025-02-08,2025-02-23,Influencer,281407,24725,11139,3086,3225.93,6559.95,1.03,15,0.13047239635995955,0.28960678696471853,12.48129423660263
CAMP02185,2025-06-08,2025-06-20,Influencer,82969,1044,107,53,4371.73,9196.53,1.1,12,4.187480842911877,40.857289719626166,5.076628352490421
CAMP02186,2025-03-12,2025-03-21,Social,147631,9882,3990,1772,4124.85,9207.29,1.23,9,0.4174104432301154,1.0337969924812032,17.931592794980773
CAMP02187,2025-11-08,2025-11-16,Search,9952,187,51,14,4946.36,12888.26,1.61,8,26.451122994652405,96.98745098039215,7.4866310160427805
CAMP02188,2025-08-29,2025-09-11,Search,234401,8374,1252,450,4835.13,11152.27,1.31,13,0.5773978982565082,3.8619249201277954,5.373775973250537
CAMP02189,2025-10-25,2025-11-07,Social,91467,2069,688,335,3155.2,7792.45,1.47,13,1.524987916868052,4.586046511627907,16.191396810053167
CAMP02190,2025-02-05,2025-02-10,Social,138225,3091,967,456,2567.01,4824.48,0.88,5,0.8304788094467811,2.654612202688728,14.75250727919767
CAMP02191,2025-03-25,2025-03-31,Email,99447,1662,726,308,3827.15,8342.88,1.18,6,2.3027376654632974,5.271556473829201,18.531889290012032
CAMP02192,2025-09-20,2025-10-02,Search,102167,3944,1217,719,1380.73,2063.08,0.49,12,0.35008367139959434,1.1345357436318817,18.23022312373225
CAMP02193,2025-11-06,2025-11-15,Influencer,242099,11651,5020,1268,1826.64,3153.66,0.73,9,0.15677967556432926,0.3638725099601594,10.883185992618658
CAMP02194,2025-06-21,2025-07-02,Social,123818,6414,2038,805,3858.92,8733.36,1.26,11,0.6016401621453071,1.8934838076545633,12.550670408481446
CAMP02195,2025-06-22,2025-06-27,Email,130803,6484,1807,812,4754.86,5144.86,0.08,5,0.7333220234423196,2.631355838406198,12.523133867982727
CAMP02196,2025-12-28,2026-01-11,Influencer,15623,892,221,132,4487.25,9680.19,1.16,14,5.03054932735426,20.304298642533936,14.798206278026907
CAMP02197,2025-02-16,2025-02-25,Search,90504,7908,1340,558,457.0,960.36,1.1,9,0.057789580171977745,0.341044776119403,7.0561456752655545
CAMP02198,2025-05-21,2025-06-05,Social,8809,588,196,73,1236.39,1698.05,0.37,15,2.102704081632653,6.30811224489796,12.414965986394558
CAMP02199,2025-04-28,2025-05-05,Social,128690,1487,472,268,1439.16,4126.01,1.87,7,0.9678278412911904,3.04906779661017,18.022864828513786
CAMP02200,2025-10-04,2025-10-18,Email,97907,2503,1227,493,1977.63,2308.65,0.17,14,0.7901038753495806,1.611760391198044,19.696364362764683
CAMP02201,2025-08-02,2025-08-08,Email,187118,7747,2052,1181,446.56,492.58,0.1,6,0.057642958564605655,0.21762183235867447,15.244610817090487
CAMP02202,2025-08-08,2025-08-14,Search,114502,10925,2934,1467,1231.33,3352.24,1.72,6,0.11270755148741418,0.41967620995228355,13.4279176201373
CAMP02203,2025-01-26,2025-02-08,Social,240614,4096,678,181,3609.1,9674.59,1.68,13,0.8811279296875,5.323156342182891,4.4189453125
CAMP02204,2025-01-09,2025-01-17,Email,167811,12403,4204,1122,1297.81,2326.3,0.79,8,0.10463678142384907,0.30870837297811604,9.046198500362815
CAMP02205,2025-09-28,2025-10-06,Social,209396,2717,1193,390,4718.45,13923.15,1.95,8,1.7366396761133602,3.9551131601005864,14.354066985645932
CAMP02206,2025-01-10,2025-01-21,Search,256933,10952,2181,495,2172.87,6411.99,1.95,11,0.19839937910883856,0.9962723521320495,4.5197224251278305
CAMP02207,2025-05-01,2025-05-15,Social,240785,19097,1979,825,588.46,735.55,0.25,14,0.030814264020526786,0.2973521980798383,4.320050269675865
CAMP02208,2025-05-05,2025-05-19,Influencer,170910,6999,2635,1433,4229.09,8284.55,0.96,14,0.604242034576368,1.604967741935484,20.474353479068437
CAMP02209,2025-06-19,2025-06-25,Social,140206,6831,768,276,4585.95,5075.43,0.11,6,0.6713438735177866,5.9712890624999995,4.040404040404041
CAMP02210,2025-03-13,2025-03-20,Display,189492,17334,4571,2099,4647.75,7973.28,0.72,7,0.26812911041883003,1.0167906366221833,12.109149648090458
CAMP02211,2025-06-01,2025-06-08,Display,296575,4731,1632,967,2520.25,2881.5,0.14,7,0.532709786514479,1.5442708333333333,20.439653350243077
CAMP02212,2025-07-27,2025-08-06,Search,256770,14761,3755,1041,4610.5,6093.08,0.32,10,0.3123433371722783,1.2278295605858855,7.052367725763838
CAMP02213,2025-02-18,2025-02-25,Search,205092,8811,1799,617,3575.03,9957.73,1.79,7,0.4057462263080241,1.9872317954419123,7.002610373396891
CAMP02214,2025-06-03,2025-06-18,Search,54565,5278,2215,465,1058.52,2846.01,1.69,15,0.2005532398635847,0.47788713318284426,8.8101553618795
CAMP02215,2025-12-13,2025-12-22,Influencer,115613,9414,2074,607,2712.64,7367.17,1.72,9,0.28814956447843637,1.3079267116682738,6.44784363713618
CAMP02216,2025-10-20,2025-10-28,Influencer,156765,3290,565,289,2220.93,2365.98,0.07,8,0.6750547112462005,3.9308495575221234,8.78419452887538
CAMP02217,2025-03-09,2025-03-16,Social,174631,16322,4167,1927,2310.16,4939.99,1.14,7,0.141536576399951,0.5543940484761218,11.806151206959932
CAMP02218,2025-02-19,2025-03-03,Email,221202,6416,979,502,2125.31,5415.63,1.55,12,0.33125155860349126,2.1708988764044945,7.824189526184538
CAMP02219,2025-06-01,2025-06-15,Display,220711,3891,1463,541,958.84,2285.21,1.38,14,0.24642508352608586,0.655393028024607,13.903880750449757
CAMP02220,2025-01-19,2025-01-26,Display,48324,2838,1089,538,2011.16,4024.75,1.0,7,0.7086539816772375,1.8467952249770432,18.957011980267794
CAMP02221,2025-04-10,2025-04-20,Display,95687,7300,773,339,2608.81,3244.01,0.24,10,0.3573712328767123,3.3749159120310477,4.6438356164383565
CAMP02222,2025-03-01,2025-03-12,Social,180259,13419,5071,1680,1499.8,3821.37,1.55,11,0.11176689768239063,0.29576020508775386,12.519561815336463
CAMP02223,2025-06-16,2025-06-27,Social,33147,1924,422,154,966.57,2686.85,1.78,11,0.5023752598752599,2.2904502369668247,8.004158004158004
CAMP02224,2025-07-21,2025-07-27,Search,82914,4506,1633,680,1071.35,1646.42,0.54,6,0.23776076342654237,0.656062461726883,15.090989791389259
CAMP02225,2025-12-11,2025-12-18,Email,263808,25657,9816,5718,1045.55,2173.9,1.08,7,0.040751062088318975,0.10651487367563162,22.286315625365397
CAMP02226,2025-05-26,2025-06-09,Search,7048,590,124,70,2289.08,4534.27,0.98,14,3.8797966101694916,18.460322580645162,11.864406779661017
CAMP02227,2025-06-13,2025-06-27,Social,48935,3566,621,369,1124.49,2773.35,1.47,14,0.31533651149747616,1.8107729468599034,10.347728547392036
CAMP02228,2025-08-30,2025-09-07,Influencer,158554,4371,1881,388,3614.9,10310.03,1.85,8,0.8270189887897507,1.9217969165337587,8.876687256920613
CAMP02229,2025-03-10,2025-03-21,Search,122884,10295,4073,1983,1744.58,3325.55,0.91,11,0.1694589606605148,0.4283280137490793,19.261777561923264
CAMP02230,2025-06-24,2025-06-30,Social,169045,13097,5695,3177,4702.98,9053.17,0.92,6,0.35908834084141406,0.8258086040386303,24.257463541268994
CAMP02231,2025-02-18,2025-02-25,Social,114982,11415,3130,1551,407.37,591.57,0.45,7,0.03568725361366623,0.13015015974440894,13.587385019710908
CAMP02232,2025-04-18,2025-04-29,Influencer,60885,1337,377,138,1618.77,2199.08,0.36,11,1.2107479431563202,4.293819628647215,10.321615557217651
CAMP02233,2025-08-14,2025-08-25,Influencer,285205,21212,5041,2469,3717.92,4004.88,0.08,11,0.17527437299641713,0.7375362031342988,11.639637940788234
CAMP02234,2025-06-10,2025-06-24,Influencer,82015,8047,2411,910,3455.44,9105.64,1.64,14,0.4294072325090096,1.4331978432185815,11.308562197092083
CAMP02235,2025-04-29,2025-05-06,Email,114508,5912,2120,1029,2161.1,3900.27,0.8,7,0.36554465493910687,1.0193867924528301,17.405277401894452
CAMP02236,2025-05-29,2025-06-03,Social,122700,9326,3971,2033,4363.97,5003.12,0.15,5,0.4679358781900065,1.0989599597078823,21.799270855672315
CAMP02237,2025-05-30,2025-06-06,Influencer,180669,17666,3060,1644,449.72,945.44,1.1,7,0.025456809690931736,0.1469673202614379,9.30601154760557
CAMP02238,2025-10-20,2025-10-29,Email,146964,8711,2283,1121,2594.58,4334.77,0.67,9,0.2978509929973597,1.136478318002628,12.86878659166571
CAMP02239,2025-05-23,2025-06-03,Display,291075,21223,6037,1593,1082.03,3184.35,1.94,11,0.05098383828864911,0.17923306277952625,7.506007633228101
CAMP02240,2025-06-09,2025-06-17,Display,105175,1241,366,210,1932.32,3662.91,0.9,8,1.5570668815471393,5.279562841530055,16.921837228041902
CAMP02241,2025-01-11,2025-01-26,Display,291798,16565,5247,1497,3525.4,4250.13,0.21,15,0.2128222155146393,0.6718886983037926,9.037126471476004
CAMP02242,2025-05-18,2025-06-02,Social,93478,3086,1298,445,584.96,1331.66,1.28,15,0.18955281918340897,0.4506625577812019,14.419961114711603
CAMP02243,2025-03-19,2025-03-24,Email,194892,4250,1931,717,314.48,813.52,1.59,5,0.07399529411764706,0.16285862247540137,16.870588235294118
CAMP02244,2025-03-18,2025-03-28,Email,264220,19492,3190,1547,2162.07,4675.73,1.16,10,0.11092089062179357,0.6777648902821317,7.936589369997948
CAMP02245,2025-09-11,2025-09-17,Display,58886,796,306,147,1429.97,3645.92,1.55,6,1.7964447236180905,4.673104575163399,18.467336683417084
CAMP02246,2025-09-15,2025-09-22,Search,221220,20227,5899,3449,3630.55,5806.79,0.6,7,0.1794902852622732,0.6154517714866927,17.051465862461068
CAMP02247,2025-11-16,2025-11-24,Display,210914,11937,3188,877,421.2,868.74,1.06,8,0.035285247549635586,0.13212045169385195,7.346904582390885
CAMP02248,2025-10-18,2025-10-28,Social,240361,16426,2387,907,4835.88,12834.66,1.65,10,0.2944039936685742,2.025923753665689,5.521733836600511
CAMP02249,2025-09-20,2025-09-30,Display,70027,2297,288,81,3141.69,3614.03,0.15,10,1.3677361776229866,10.908645833333333,3.5263387026556376
CAMP02250,2025-03-26,2025-04-06,Display,6425,169,83,38,2556.2,3882.53,0.52,11,15.125443786982247,30.79759036144578,22.485207100591715
CAMP02251,2025-05-26,2025-06-04,Email,137805,4401,1570,447,2121.49,4781.37,1.25,9,0.48204726198591225,1.3512675159235668,10.156782549420585
CAMP02252,2025-11-19,2025-11-30,Display,181447,5607,1575,861,3770.13,7585.82,1.01,11,0.6723970037453184,2.3937333333333335,15.355805243445692
CAMP02253,2025-02-11,2025-02-17,Influencer,69411,6094,2466,1462,1845.99,4687.44,1.54,6,0.3029192648506728,0.7485766423357664,23.99081063340991
CAMP02254,2025-05-05,2025-05-10,Influencer,277747,22458,3064,1001,3907.04,5299.16,0.36,5,0.17397096802921008,1.2751436031331593,4.457209012378662
CAMP02255,2025-06-16,2025-06-30,Search,279296,24227,8309,4119,3582.39,9653.34,1.69,14,0.1478676683039584,0.43114574557708507,17.00169232674289
CAMP02256,2025-08-29,2025-09-10,Social,228543,17400,6337,2617,2801.61,6267.49,1.24,12,0.16101206896551726,0.4421035190153069,15.040229885057471
CAMP02257,2025-10-07,2025-10-12,Social,113051,7678,2156,741,4454.5,6265.82,0.41,5,0.5801641052357385,2.0660946196660483,9.65095076842928
CAMP02258,2025-07-07,2025-07-13,Email,288212,16574,3332,921,1795.33,1998.2,0.11,6,0.1083220707131652,0.5388145258103241,5.55689634367081
CAMP02259,2025-10-29,2025-11-13,Social,280675,9513,4583,2235,383.47,1136.58,1.96,15,0.04031010196573111,0.08367226707396902,23.49416587827184
CAMP02260,2025-01-19,2025-02-02,Search,105694,7766,1712,451,1943.39,3668.98,0.89,14,0.25024336852948753,1.1351577102803738,5.807365439093484
CAMP02261,2025-03-09,2025-03-19,Influencer,227089,5062,758,236,4389.14,6738.06,0.54,10,0.8670762544448836,5.790422163588391,4.662188858158831
CAMP02262,2025-08-06,2025-08-11,Email,103197,5778,2034,1154,478.85,651.51,0.36,5,0.08287469712703358,0.2354228121927237,19.972308757355485
CAMP02263,2025-04-12,2025-04-26,Influencer,244092,6730,2219,895,3839.45,5714.67,0.49,14,0.5704977711738484,1.7302613789995493,13.298662704309065
CAMP02264,2025-02-11,2025-02-18,Search,148531,8232,3308,1791,4143.77,8202.49,0.98,7,0.5033734207968903,1.2526511487303509,21.756559766763846
CAMP02265,2025-10-15,2025-10-26,Email,222713,8118,3259,1652,2196.97,5944.58,1.71,11,0.27062946538556293,0.6741239644062595,20.349839862034987
CAMP02266,2025-06-16,2025-06-28,Display,109445,1621,564,197,1053.14,1492.27,0.42,12,0.649685379395435,1.8672695035460996,12.152991980259099
CAMP02267,2025-04-19,2025-04-27,Social,111243,6155,1126,323,1842.03,3198.48,0.74,8,0.29927376116978066,1.6359058614564832,5.2477660438667755
CAMP02268,2025-02-05,2025-02-12,Search,75313,1985,902,216,2052.51,5325.36,1.59,7,1.0340100755667507,2.2755099778270513,10.8816120906801
CAMP02269,2025-08-20,2025-08-25,Email,264392,6478,1291,754,4668.07,10870.97,1.33,5,0.7206035813522692,3.6158559256390395,11.639394874961408
CAMP02270,2025-08-17,2025-08-30,Influencer,258025,11506,1583,522,1494.65,1580.46,0.06,13,0.12990179037024163,0.9441882501579281,4.536763427776812
CAMP02271,2025-12-19,2026-01-02,Email,213040,9067,2000,938,4865.8,7301.67,0.5,14,0.5366493878901512,2.4329,10.345207896768501
CAMP02272,2025-06-13,2025-06-23,Display,270945,23850,6995,3442,633.22,794.56,0.25,10,0.026550104821802936,0.09052466047176555,14.431865828092244
CAMP02273,2025-03-14,2025-03-24,Search,209118,12717,2325,648,4872.74,5275.18,0.08,10,0.38316741369819923,2.0958021505376343,5.095541401273886
CAMP02274,2025-05-16,2025-05-29,Email,85729,7450,1739,830,1194.26,3456.64,1.89,13,0.16030335570469798,0.6867510063254744,11.140939597315436
CAMP02275,2025-12-19,2025-12-24,Search,287155,6666,2036,414,922.02,2067.16,1.24,5,0.1383168316831683,0.4528585461689587,6.210621062106211
CAMP02276,2025-03-11,2025-03-21,Search,199035,8390,1922,705,688.49,1434.51,1.08,10,0.08206078665077474,0.35821540062434964,8.402860548271752
CAMP02277,2025-07-15,2025-07-24,Influencer,256139,15363,2085,709,1649.67,4487.37,1.72,9,0.10737941808240578,0.7912086330935252,4.614984052593894
CAMP02278,2025-09-26,2025-10-11,Social,187766,4465,798,457,3121.15,6813.31,1.18,15,0.6990257558790594,3.911215538847118,10.235162374020156
CAMP02279,2025-02-18,2025-02-28,Display,85085,1831,764,454,3365.02,7252.88,1.16,10,1.837804478427089,4.404476439790576,24.795193883123975
CAMP02280,2025-11-12,2025-11-27,Email,21583,1500,722,227,1912.78,2685.15,0.4,15,1.2751866666666667,2.649279778393352,15.133333333333333
CAMP02281,2025-05-10,2025-05-22,Social,135283,9313,1484,658,1230.71,2757.75,1.24,12,0.13214968323848383,0.8293194070080863,7.065392462149683
CAMP02282,2025-01-05,2025-01-14,Influencer,220175,6841,2547,1268,4975.64,11623.12,1.34,9,0.7273264142669201,1.953529642716922,18.535301856453735
CAMP02283,2025-01-27,2025-02-02,Social,281345,8564,3958,1094,1425.88,3939.33,1.76,6,0.16649696403549744,0.36025265285497726,12.774404483886034
CAMP02284,2025-06-09,2025-06-15,Search,206651,15930,3499,1660,1953.62,3615.53,0.85,6,0.12263779033270558,0.5583366676193198,10.420590081607031
CAMP02285,2025-05-29,2025-06-12,Search,287564,5903,2548,772,2456.8,3458.81,0.41,14,0.41619515500592924,0.9642072213500785,13.078095883449093
CAMP02286,2025-09-21,2025-09-30,Display,45602,4245,1961,524,3723.98,7963.9,1.14,9,0.8772626619552415,1.899020907700153,12.343934040047113
CAMP02287,2025-08-18,2025-08-25,Email,189196,17961,3947,2132,845.26,2489.39,1.95,7,0.0470608540727131,0.21415252090195086,11.870163131228773
CAMP02288,2025-07-19,2025-08-02,Email,105156,9294,1140,457,1404.06,1615.53,0.15,14,0.15107165913492576,1.2316315789473684,4.91715085001076
CAMP02289,2025-02-19,2025-02-26,Influencer,279773,8102,3781,1205,4984.84,5019.46,0.01,7,0.6152604295235744,1.318391959798995,14.872870896075044
CAMP02290,2025-03-08,2025-03-20,Display,33675,387,89,32,4143.28,4440.88,0.07,12,10.706149870801033,46.55370786516853,8.2687338501292
CAMP02291,2025-10-27,2025-11-07,Email,137734,12988,1370,500,2274.98,6057.58,1.66,11,0.17516014782876502,1.6605693430656934,3.8497074222359102
CAMP02292,2025-02-27,2025-03-04,Search,12589,515,149,75,632.58,634.0,0.0,5,1.2283106796116505,4.245503355704698,14.563106796116504
CAMP02293,2025-09-16,2025-09-25,Display,9655,366,53,29,4346.87,6272.98,0.44,9,11.876693989071038,82.01641509433962,7.923497267759563
CAMP02294,2025-12-08,2025-12-21,Social,146869,4927,2269,885,3936.72,11664.74,1.96,13,0.7990095392733915,1.7350022036139268,17.962248832961233
CAMP02295,2025-11-22,2025-11-30,Display,233538,7475,1210,398,2945.37,7338.83,1.49,8,0.3940294314381271,2.434190082644628,5.3244147157190636
CAMP02296,2025-05-10,2025-05-15,Display,11645,886,196,96,2081.84,2992.86,0.44,5,2.349706546275395,10.621632653061225,10.835214446952596
CAMP02297,2025-08-03,2025-08-15,Email,157504,14444,6011,3378,4684.51,6763.47,0.44,12,0.3243222099141512,0.7793229080019963,23.386873442259763
CAMP02298,2025-06-21,2025-06-30,Influencer,179683,14508,6130,1505,1548.74,2968.46,0.92,9,0.10675075820237111,0.25264926590538334,10.373586986490212
CAMP02299,2025-09-15,2025-09-21,Influencer,41760,2951,1358,704,1672.48,1926.64,0.15,6,0.5667502541511352,1.231575846833579,23.856319891562183
CAMP02300,2025-04-12,2025-04-17,Email,230049,8258,2468,1043,4390.12,10124.16,1.31,5,0.5316202470331799,1.7788168557536466,12.630176798256237
CAMP02301,2025-07-28,2025-08-04,Email,33233,1968,973,532,3169.08,6316.62,0.99,7,1.6103048780487805,3.2570195272353546,27.03252032520325
CAMP02302,2025-10-18,2025-10-31,Email,237893,7452,2283,926,4759.41,8750.3,0.84,13,0.6386755233494363,2.084717477003942,12.426194310252281
CAMP02303,2025-12-20,2025-12-25,Influencer,203876,4084,1700,926,3260.55,6457.7,0.98,5,0.7983716944172381,1.9179705882352942,22.67384916748286
CAMP02304,2025-10-13,2025-10-21,Email,250382,5214,1276,538,261.66,403.93,0.54,8,0.050184119677790566,0.20506269592476492,10.31837360951285
CAMP02305,2025-04-26,2025-05-08,Social,140510,9040,4307,1111,966.3,1379.0,0.43,12,0.10689159292035398,0.224355700023218,12.289823008849558
CAMP02306,2025-09-21,2025-10-03,Social,245877,3310,1237,249,1480.86,1683.87,0.14,12,0.4473897280966767,1.1971382376717865,7.522658610271904
CAMP02307,2025-05-30,2025-06-13,Search,181968,17758,2323,1040,4349.58,9790.77,1.25,14,0.2449363667079626,1.872397761515282,5.856515373352855
CAMP02308,2025-10-27,2025-11-11,Social,16319,1625,233,101,4171.19,8292.93,0.99,15,2.566886153846154,17.902103004291845,6.2153846153846155
CAMP02309,2025-02-05,2025-02-20,Display,116930,2741,1250,355,3972.6,9622.11,1.42,15,1.449325063845312,3.17808,12.951477562933237
CAMP02310,2025-11-29,2025-12-11,Search,115629,5603,2374,1282,2812.33,7842.93,1.79,12,0.5019328930929858,1.1846377422072452,22.88059967874353
CAMP02311,2025-10-14,2025-10-28,Social,30940,2448,568,310,780.9,2331.83,1.99,14,0.31899509803921566,1.3748239436619718,12.663398692810457
CAMP02312,2025-10-30,2025-11-11,Display,259802,24929,7694,4013,742.88,1080.81,0.45,12,0.02979983152152112,0.09655315830517286,16.09771751775041
CAMP02313,2025-11-07,2025-11-15,Social,233056,21026,9274,5329,717.85,958.97,0.34,8,0.03414106344525825,0.07740457192150098,25.34481118615048
CAMP02314,2025-07-27,2025-08-08,Display,258380,8507,1202,484,4287.6,12109.1,1.82,12,0.5040084636181968,3.5670549084858574,5.689432232279299
CAMP02315,2025-04-16,2025-04-29,Email,179513,3171,492,236,793.63,1431.06,0.8,13,0.25027751497950174,1.6130691056910569,7.442447177546516
CAMP02316,2025-06-07,2025-06-18,Display,25688,924,356,199,4061.78,10588.56,1.61,11,4.395865800865801,11.409494382022473,21.536796536796537
